Name,CGPA,Budget_Preference,Education_Level,Country_Preference,Domain_Area,Scholarship_Name,Scholarship_Type,Scholarship_Budget,Education_Preference,Country_of_Scholarship,Eligible_Domain,Target
Person2607,2.87,4500,Master,USA,Electrical Engineering,Scholarship2607,Need-Based,1500,Bachelor,USA,Finance,0
Person2369,3.68,3500,Bachelor,Australia,Computer Science,Scholarship2369,Merit-Based,6000,Master,USA,Computer Science,0
Person2371,2.8,2500,PhD,UK,Business Administration,Scholarship2371,Need-Based,6000,Master,Australia,Medical Research,0
Person493,3.79,3000,PhD,Australia,Fine Arts,Scholarship493,Need-Based,4000,Bachelor,Canada,Medical Science,0
Person2231,2.5,8000,PhD,USA,Finance,Scholarship2231,Merit-Based,5000,Bachelor,UK,Chemistry,0
Person2928,3.44,9500,Bachelor,UK,History,Scholarship2928,Need-Based,1500,Master,UK,Chemistry,0
Person1616,2.88,500,PhD,USA,Finance,Scholarship1616,Merit-Based,1000,Bachelor,USA,Fine Arts,0
Person152,3.77,5000,Master,UK,Business Administration,Scholarship152,Need-Based,6000,Bachelor,UK,Finance,0
Person414,3.22,500,PhD,Australia,Finance,Scholarship414,Need-Based,2500,Bachelor,Canada,Medical Research,0
Person2119,3.67,7000,Bachelor,Australia,Business Administration,Scholarship2119,Merit-Based,2000,Master,UK,Finance,0
Person516,2.76,2000,PhD,Australia,Chemistry,Scholarship516,Merit-Based,6500,Bachelor,Canada,Fine Arts,0
Person2189,2.54,6000,PhD,UK,Computer Science,Scholarship2189,Need-Based,4000,PhD,Canada,Medical Research,0
Person714,3.44,5500,Master,UK,Electrical Engineering,Scholarship714,Merit-Based,2000,Bachelor,UK,Medical Research,0
Person626,3.43,7000,Master,USA,Physics,Scholarship626,Merit-Based,2000,Bachelor,Australia,Computer Science,0
Person2074,2.54,5000,Master,USA,Finance,Scholarship2074,Merit-Based,6000,Master,UK,Physics,0
Person352,3.15,4000,Master,Australia,Electrical Engineering,Scholarship352,Merit-Based,9000,Master,USA,Computer Science,0
Person1563,3.21,9000,PhD,UK,Physics,Scholarship1563,Merit-Based,500,PhD,Australia,Medical Research,0
Person1157,3.77,4500,Master,USA,Fine Arts,Scholarship1157,Merit-Based,2500,PhD,UK,Electrical Engineering,0
Person1516,3.47,1500,Bachelor,UK,Physics,Scholarship1516,Need-Based,1500,Master,Canada,Fine Arts,0
Person845,2.69,5000,Master,Canada,Computer Science,Scholarship845,Merit-Based,3000,PhD,Canada,Finance,0
Person130,2.54,7000,Master,Australia,Physics,Scholarship130,Merit-Based,6000,Bachelor,Australia,History,0
Person1893,2.96,8500,Master,Australia,Business Administration,Scholarship1893,Merit-Based,8500,Master,USA,Computer Science,0
Person2736,3.53,7500,Bachelor,Canada,Finance,Scholarship2736,Merit-Based,500,Master,Australia,Computer Science,0
Person242,3.15,7000,Master,Australia,Electrical Engineering,Scholarship242,Merit-Based,1500,Master,Canada,History,0
Person1503,2.83,3000,Bachelor,USA,Chemistry,Scholarship1503,Need-Based,1500,Master,Canada,Physics,0
Person1360,3.2,7000,PhD,UK,Physics,Scholarship1360,Need-Based,8000,PhD,Australia,Finance,0
Person462,3.82,4500,PhD,Australia,Medical Science,Scholarship462,Need-Based,6500,Master,Canada,Business Administration,0
Person1252,3.59,8000,PhD,UK,Business Administration,Scholarship1252,Merit-Based,500,Bachelor,Australia,Medical Research,0
Person1313,3.14,2500,Bachelor,Australia,Physics,Scholarship1313,Merit-Based,7500,Bachelor,UK,History,0
Person423,2.64,7500,Bachelor,Canada,Fine Arts,Scholarship423,Merit-Based,8500,PhD,UK,Medical Research,0
Person2366,2.96,9500,Bachelor,Canada,Computer Science,Scholarship2366,Need-Based,6500,PhD,Australia,Chemistry,0
Person638,3.08,9000,Master,Australia,History,Scholarship638,Merit-Based,5000,Master,UK,Chemistry,0
Person544,3.61,2000,Master,USA,Computer Science,Scholarship544,Merit-Based,6000,Bachelor,Canada,History,0
Person1982,3.18,9000,Bachelor,UK,Medical Science,Scholarship1982,Merit-Based,500,Bachelor,UK,Fine Arts,0
Person1455,3.17,1500,Master,USA,Business Administration,Scholarship1455,Need-Based,9000,Bachelor,Australia,Finance,0
Person743,3.56,1500,Master,USA,Medical Science,Scholarship743,Merit-Based,2000,Master,UK,Medical Research,0
Person2088,3.7,4500,Bachelor,USA,Computer Science,Scholarship2088,Merit-Based,9000,Master,USA,Medical Research,0
Person326,3.7,8000,PhD,Australia,Chemistry,Scholarship326,Merit-Based,1000,Master,Australia,Finance,0
Person1526,3.9,8500,Bachelor,Canada,History,Scholarship1526,Merit-Based,3000,Bachelor,UK,History,1
Person137,3.46,2500,Bachelor,USA,Physics,Scholarship137,Merit-Based,1000,PhD,UK,Physics,0
Person649,3.01,7500,Master,Canada,History,Scholarship649,Merit-Based,8000,PhD,Australia,Business Administration,0
Person438,3.07,2500,Master,UK,History,Scholarship438,Need-Based,4500,PhD,Canada,Electrical Engineering,0
Person2966,2.9,1500,PhD,Canada,History,Scholarship2966,Merit-Based,8000,Bachelor,UK,Medical Research,0
Person1938,3.74,3500,Master,Australia,Physics,Scholarship1938,Need-Based,5000,Master,USA,Computer Science,0
Person166,3.92,9000,Master,Australia,Chemistry,Scholarship166,Merit-Based,5000,PhD,Australia,Physics,0
Person1819,2.54,9500,PhD,Australia,Medical Science,Scholarship1819,Merit-Based,1500,Bachelor,Australia,Medical Research,0
Person1411,3.21,5000,Master,USA,Computer Science,Scholarship1411,Need-Based,9000,Bachelor,UK,Medical Research,0
Person1815,3.99,5500,Bachelor,USA,Computer Science,Scholarship1815,Merit-Based,3500,Bachelor,UK,Medical Science,0
Person308,3.49,2500,Master,Canada,Fine Arts,Scholarship308,Merit-Based,500,Master,Canada,History,0
Person293,2.52,6000,PhD,Australia,Fine Arts,Scholarship293,Merit-Based,3000,Bachelor,Australia,Finance,0
Person385,3.1,4000,PhD,UK,Business Administration,Scholarship385,Need-Based,4000,Master,Canada,Computer Science,0
Person2282,3.05,3000,Master,UK,Computer Science,Scholarship2282,Merit-Based,3000,PhD,Canada,Computer Science,0
Person2901,3.0,2000,PhD,Canada,Electrical Engineering,Scholarship2901,Merit-Based,7500,Bachelor,UK,History,0
Person841,3.37,4000,PhD,USA,Electrical Engineering,Scholarship841,Merit-Based,8000,PhD,USA,Finance,0
Person2762,2.6,500,PhD,USA,Fine Arts,Scholarship2762,Need-Based,7500,PhD,USA,Business Administration,0
Person1653,3.58,6000,Bachelor,UK,Chemistry,Scholarship1653,Merit-Based,1500,Bachelor,USA,Medical Science,0
Person2000,3.39,4500,PhD,UK,History,Scholarship2000,Merit-Based,5000,Bachelor,USA,Physics,0
Person746,3.69,7500,Master,USA,Medical Research,Scholarship746,Merit-Based,2500,Bachelor,USA,Finance,0
Person1712,2.92,4000,Bachelor,USA,Medical Science,Scholarship1712,Merit-Based,2500,Bachelor,Canada,Medical Research,0
Person2769,3.6,3500,PhD,USA,Medical Science,Scholarship2769,Merit-Based,1500,Bachelor,Australia,Computer Science,0
Person1146,3.55,3000,Bachelor,USA,Medical Science,Scholarship1146,Need-Based,3500,PhD,Australia,Medical Research,0
Person2582,2.54,5000,Bachelor,Australia,History,Scholarship2582,Merit-Based,8000,Master,Australia,History,0
Person2048,2.74,5000,PhD,USA,Electrical Engineering,Scholarship2048,Merit-Based,1000,Master,Canada,Fine Arts,0
Person2539,2.53,9500,PhD,USA,Fine Arts,Scholarship2539,Merit-Based,9500,Bachelor,Australia,Electrical Engineering,0
Person1272,3.53,8500,Bachelor,UK,Physics,Scholarship1272,Need-Based,9500,PhD,Australia,History,0
Person2709,3.56,1000,PhD,USA,History,Scholarship2709,Need-Based,1000,PhD,USA,History,1
Person260,3.85,6000,Master,Canada,Fine Arts,Scholarship260,Need-Based,8500,Bachelor,Canada,History,0
Person546,3.85,4000,Bachelor,Canada,Finance,Scholarship546,Merit-Based,4000,Master,Canada,Medical Research,0
Person375,2.81,4000,Master,Australia,Chemistry,Scholarship375,Need-Based,3500,Bachelor,Australia,Medical Science,0
Person2057,2.67,500,Master,Canada,History,Scholarship2057,Need-Based,1500,PhD,UK,Computer Science,0
Person997,3.37,7500,PhD,USA,Medical Science,Scholarship997,Need-Based,2000,Bachelor,UK,Chemistry,0
Person1540,3.41,2500,Master,Australia,Physics,Scholarship1540,Need-Based,1000,Master,Australia,Computer Science,0
Person1583,3.99,3000,Bachelor,USA,Chemistry,Scholarship1583,Need-Based,5000,Master,Canada,Computer Science,0
Person2131,2.72,1500,Bachelor,Canada,Medical Science,Scholarship2131,Need-Based,2000,Bachelor,USA,Medical Research,0
Person163,3.54,2000,PhD,Australia,Business Administration,Scholarship163,Merit-Based,5000,Master,Australia,Medical Science,0
Person1372,3.52,7000,Bachelor,Australia,Computer Science,Scholarship1372,Merit-Based,6000,PhD,Australia,Computer Science,0
Person1162,3.09,6000,Bachelor,UK,Business Administration,Scholarship1162,Merit-Based,8000,PhD,Australia,Finance,0
Person872,3.56,1500,Master,Canada,Medical Research,Scholarship872,Need-Based,2000,Bachelor,Australia,Finance,0
Person132,3.16,6500,PhD,UK,Computer Science,Scholarship132,Merit-Based,9500,Bachelor,USA,Finance,0
Person2186,3.43,7000,Bachelor,Canada,Business Administration,Scholarship2186,Merit-Based,2000,PhD,Canada,Physics,0
Person343,2.97,4000,Bachelor,Australia,Physics,Scholarship343,Merit-Based,5500,PhD,Australia,Finance,0
Person2452,3.44,7500,PhD,USA,Business Administration,Scholarship2452,Need-Based,5000,PhD,UK,Medical Research,0
Person2168,3.68,7500,Bachelor,Australia,Physics,Scholarship2168,Merit-Based,4000,PhD,UK,Physics,0
Person685,2.78,2000,PhD,UK,Computer Science,Scholarship685,Need-Based,3000,Master,UK,Computer Science,0
Person2684,3.22,500,Master,Canada,Medical Science,Scholarship2684,Merit-Based,8500,Master,Australia,History,0
Person1443,2.92,3500,PhD,UK,Medical Research,Scholarship1443,Merit-Based,2500,PhD,USA,History,0
Person1357,3.09,6500,PhD,Canada,Medical Research,Scholarship1357,Merit-Based,5000,Master,USA,Business Administration,0
Person143,3.34,9500,Bachelor,USA,Computer Science,Scholarship143,Merit-Based,500,PhD,USA,Electrical Engineering,0
Person2773,3.69,7500,Master,Canada,Chemistry,Scholarship2773,Merit-Based,2000,Bachelor,UK,Electrical Engineering,0
Person2988,3.71,6000,PhD,USA,Fine Arts,Scholarship2988,Merit-Based,6000,Master,Australia,Business Administration,0
Person1727,3.58,3000,Bachelor,Canada,Finance,Scholarship1727,Need-Based,4500,PhD,USA,Finance,0
Person2237,3.39,6500,PhD,Australia,Computer Science,Scholarship2237,Need-Based,2500,PhD,USA,Medical Science,0
Person932,3.14,6000,Bachelor,Australia,Computer Science,Scholarship932,Need-Based,6000,Bachelor,Canada,Fine Arts,0
Person983,3.73,4000,PhD,USA,Business Administration,Scholarship983,Merit-Based,5000,Bachelor,USA,Medical Research,0
Person2729,3.31,3500,Bachelor,Australia,Physics,Scholarship2729,Merit-Based,8000,Master,USA,Medical Science,0
Person863,3.7,4500,Master,Australia,Computer Science,Scholarship863,Merit-Based,500,PhD,USA,Physics,0
Person1609,2.69,1500,Master,UK,Medical Science,Scholarship1609,Merit-Based,5000,PhD,Australia,Finance,0
Person337,3.17,4500,Master,Australia,Computer Science,Scholarship337,Need-Based,5500,Master,Australia,Chemistry,0
Person2654,3.12,9500,Bachelor,UK,Business Administration,Scholarship2654,Need-Based,9000,Master,UK,Fine Arts,0
Person1369,3.86,8000,PhD,Canada,History,Scholarship1369,Merit-Based,8500,Bachelor,Canada,Physics,0
Person2089,3.68,7500,PhD,Canada,Computer Science,Scholarship2089,Merit-Based,1000,Bachelor,USA,Medical Research,0
Person2991,2.9,7000,Bachelor,Canada,Chemistry,Scholarship2991,Merit-Based,500,Bachelor,UK,Fine Arts,0
Person334,3.81,7000,Bachelor,Canada,Physics,Scholarship334,Merit-Based,9000,Bachelor,UK,Fine Arts,0
Person1768,2.84,9500,Bachelor,USA,Business Administration,Scholarship1768,Merit-Based,2000,Bachelor,UK,Fine Arts,0
Person1211,2.71,5000,Bachelor,USA,Chemistry,Scholarship1211,Merit-Based,1000,PhD,UK,Medical Research,0
Person1743,2.79,500,Master,USA,Chemistry,Scholarship1743,Merit-Based,4000,PhD,UK,History,0
Person1523,3.67,7000,Bachelor,Canada,Electrical Engineering,Scholarship1523,Merit-Based,1500,PhD,Canada,Fine Arts,0
Person748,3.92,5000,PhD,Australia,Chemistry,Scholarship748,Need-Based,9000,PhD,Australia,Electrical Engineering,0
Person912,3.38,6500,Master,Canada,Chemistry,Scholarship912,Merit-Based,2000,Bachelor,UK,Physics,0
Person2451,3.24,3000,Bachelor,USA,Finance,Scholarship2451,Merit-Based,9500,Bachelor,Canada,Chemistry,0
Person415,3.06,6500,Master,Australia,Medical Research,Scholarship415,Merit-Based,8500,Master,USA,Medical Research,1
Person2229,3.57,9000,Bachelor,UK,Medical Research,Scholarship2229,Merit-Based,3000,Bachelor,Australia,History,0
Person2101,3.18,9000,PhD,Canada,Finance,Scholarship2101,Need-Based,6500,Bachelor,USA,Finance,0
Person1735,3.5,4500,PhD,USA,Physics,Scholarship1735,Need-Based,9000,Bachelor,Australia,Medical Science,0
Person1972,3.64,8500,PhD,USA,Medical Science,Scholarship1972,Merit-Based,8500,Bachelor,Canada,Finance,0
Person847,3.91,5500,Master,USA,Fine Arts,Scholarship847,Merit-Based,4000,Master,USA,Chemistry,0
Person1051,2.69,2000,PhD,USA,Electrical Engineering,Scholarship1051,Need-Based,1500,PhD,Canada,Physics,0
Person1686,2.76,1000,Master,Australia,Business Administration,Scholarship1686,Need-Based,3000,Bachelor,Australia,Fine Arts,0
Person2411,3.99,7000,Master,Canada,Medical Research,Scholarship2411,Merit-Based,9000,Master,Canada,Business Administration,0
Person2763,3.5,8500,Master,Canada,Electrical Engineering,Scholarship2763,Need-Based,4000,PhD,USA,Finance,0
Person1494,2.75,8000,Master,Australia,History,Scholarship1494,Merit-Based,2000,Bachelor,Canada,Physics,0
Person449,2.57,9000,Bachelor,Canada,History,Scholarship449,Need-Based,2000,PhD,UK,Business Administration,0
Person564,2.77,9500,Bachelor,USA,Business Administration,Scholarship564,Merit-Based,7500,Master,UK,Physics,0
Person2481,3.45,5500,PhD,UK,Chemistry,Scholarship2481,Merit-Based,2500,Master,Canada,Electrical Engineering,0
Person2230,2.77,5500,Master,UK,Fine Arts,Scholarship2230,Need-Based,8000,Bachelor,USA,Physics,0
Person2156,2.61,8000,Bachelor,Australia,Business Administration,Scholarship2156,Merit-Based,500,Master,UK,Finance,0
Person2442,2.88,2000,Bachelor,Australia,Finance,Scholarship2442,Need-Based,7000,Master,USA,Computer Science,0
Person1262,3.29,6000,Master,UK,Finance,Scholarship1262,Merit-Based,9000,Bachelor,UK,Business Administration,0
Person188,2.86,6500,Bachelor,Australia,Computer Science,Scholarship188,Need-Based,500,PhD,Australia,Electrical Engineering,0
Person2041,2.64,9500,Bachelor,UK,Medical Research,Scholarship2041,Need-Based,5500,PhD,Canada,History,0
Person1837,3.4,500,PhD,USA,History,Scholarship1837,Need-Based,9500,Master,Canada,Finance,0
Person802,3.47,3000,Bachelor,Australia,Medical Science,Scholarship802,Merit-Based,3000,Bachelor,Canada,Fine Arts,0
Person1881,3.38,5000,Master,Canada,Computer Science,Scholarship1881,Need-Based,4000,Bachelor,USA,Business Administration,0
Person420,3.1,2000,Bachelor,USA,Medical Research,Scholarship420,Need-Based,1000,PhD,USA,Electrical Engineering,0
Person2555,3.3,6500,Master,Canada,Electrical Engineering,Scholarship2555,Need-Based,2000,Bachelor,UK,Chemistry,0
Person924,3.34,5000,PhD,Canada,Chemistry,Scholarship924,Need-Based,6000,Master,USA,Medical Research,0
Person1292,2.73,1000,PhD,UK,Physics,Scholarship1292,Merit-Based,7000,Master,UK,Fine Arts,0
Person1150,3.67,5000,PhD,UK,Medical Research,Scholarship1150,Merit-Based,9000,Master,Canada,Fine Arts,0
Person1289,3.15,2000,Master,USA,Fine Arts,Scholarship1289,Merit-Based,9500,Master,UK,Business Administration,0
Person19,3.92,8500,Bachelor,UK,Physics,Scholarship19,Merit-Based,7500,Bachelor,Canada,Chemistry,0
Person2871,3.91,5500,Master,USA,Electrical Engineering,Scholarship2871,Merit-Based,7000,Bachelor,Canada,Business Administration,0
Person118,3.74,1500,Bachelor,USA,Electrical Engineering,Scholarship118,Need-Based,6500,Bachelor,Canada,History,0
Person14,3.83,7500,Master,UK,History,Scholarship14,Need-Based,1000,Bachelor,USA,Medical Research,0
Person832,3.55,6500,Bachelor,USA,Computer Science,Scholarship832,Merit-Based,1500,PhD,Canada,Fine Arts,0
Person1240,3.46,2000,PhD,Canada,Physics,Scholarship1240,Merit-Based,4000,PhD,Canada,Physics,1
Person689,3.94,7500,Master,UK,History,Scholarship689,Need-Based,5500,PhD,UK,Finance,0
Person1088,3.27,3000,PhD,Canada,Physics,Scholarship1088,Need-Based,1000,Bachelor,Canada,Finance,0
Person956,3.6,7500,Master,USA,Computer Science,Scholarship956,Need-Based,2500,Master,Canada,Fine Arts,0
Person274,3.48,8000,Bachelor,UK,Fine Arts,Scholarship274,Merit-Based,8000,PhD,USA,History,0
Person1739,3.39,3500,PhD,Australia,Medical Science,Scholarship1739,Need-Based,8000,Master,USA,Electrical Engineering,0
Person195,2.58,1000,Master,UK,Business Administration,Scholarship195,Need-Based,2000,PhD,Australia,Fine Arts,0
Person2511,3.33,1500,Bachelor,Australia,Medical Research,Scholarship2511,Merit-Based,3500,Master,USA,Medical Research,0
Person1096,2.52,9500,PhD,Canada,Fine Arts,Scholarship1096,Need-Based,6500,Bachelor,Australia,Finance,0
Person72,3.88,1000,Master,UK,Physics,Scholarship72,Merit-Based,5500,Bachelor,UK,Medical Research,0
Person888,2.51,8000,Master,UK,Business Administration,Scholarship888,Merit-Based,7000,Master,UK,Chemistry,0
Person617,3.09,4500,Master,Australia,Computer Science,Scholarship617,Need-Based,8500,PhD,Canada,Business Administration,0
Person1835,3.37,3000,PhD,Australia,Electrical Engineering,Scholarship1835,Merit-Based,7000,Bachelor,UK,Business Administration,0
Person2637,3.43,2500,PhD,UK,History,Scholarship2637,Merit-Based,9000,Master,Australia,Computer Science,0
Person771,3.74,3000,PhD,Canada,Physics,Scholarship771,Merit-Based,5000,Bachelor,USA,Physics,0
Person207,3.22,7500,Bachelor,UK,Medical Science,Scholarship207,Merit-Based,9000,PhD,UK,Fine Arts,0
Person531,2.67,3000,Bachelor,Canada,Fine Arts,Scholarship531,Need-Based,3500,Master,USA,Medical Science,0
Person520,3.36,5000,Master,USA,Physics,Scholarship520,Need-Based,500,PhD,USA,Medical Science,0
Person647,2.82,4000,Master,Canada,Chemistry,Scholarship647,Merit-Based,500,PhD,Australia,Physics,0
Person488,3.56,2000,Bachelor,Canada,Chemistry,Scholarship488,Need-Based,8000,Master,USA,Computer Science,0
Person772,3.26,9500,PhD,Canada,Fine Arts,Scholarship772,Need-Based,500,PhD,Canada,Electrical Engineering,0
Person1715,3.54,3500,Master,USA,History,Scholarship1715,Need-Based,2000,PhD,Canada,Computer Science,0
Person1389,3.51,7000,Master,USA,Electrical Engineering,Scholarship1389,Merit-Based,3500,Bachelor,UK,History,0
Person2398,3.42,7500,Master,USA,History,Scholarship2398,Need-Based,4000,Master,USA,Electrical Engineering,0
Person174,3.6,8500,Master,Canada,Medical Research,Scholarship174,Need-Based,5000,Master,Canada,Physics,0
Person58,2.7,6500,Master,Canada,Fine Arts,Scholarship58,Need-Based,3000,Bachelor,UK,Chemistry,0
Person2122,2.99,1000,Bachelor,Australia,Finance,Scholarship2122,Merit-Based,500,PhD,Canada,History,0
Person1891,2.66,6500,PhD,Canada,History,Scholarship1891,Merit-Based,8500,Master,UK,Fine Arts,0
Person1725,3.17,8500,Master,Canada,Finance,Scholarship1725,Merit-Based,5000,Master,USA,History,0
Person1235,2.76,2500,Bachelor,USA,Fine Arts,Scholarship1235,Need-Based,500,Master,Canada,Chemistry,0
Person1134,3.95,7000,Master,UK,Medical Research,Scholarship1134,Merit-Based,9000,Master,Australia,Medical Science,0
Person1026,3.85,1500,Master,USA,Business Administration,Scholarship1026,Need-Based,9500,PhD,USA,Physics,0
Person1850,2.78,8500,Bachelor,USA,Computer Science,Scholarship1850,Need-Based,3000,PhD,UK,Fine Arts,0
